@;0;3832
@_b@;3832;17528
@_be;21360;19607
@_bh@;40967;18640
@_bh_@;59607;10240
@_bh_i;69847;12230
@_c@;82077;17024
@_ce;99101;9551
@_chu;108652;19896
@_d;128548;4609
@_d@;133157;16656
@_dhe;149813;20761
@_dh_@;170574;10721
@_dj@;181295;16736
@_dje;198031;20816
@_djh@;218847;18800
@_d~e;237647;19248
@_d~_e;256895;6961
@_gh@;263856;16352
@_ghu;280208;22124
@_gh_@;302332;8896
@_g_a;311228;9337
@_h;320565;3914
@_h@;324479;16416
@_k@;340895;17784
@_kh@;358679;15120
@_khe;373799;19392
@_khi;393191;21425
@_khu;414616;20685
@_kshi;435301;28021
@_k_e;463322;9344
@_l;472666;13440
@_l@;486106;18048
@_l~;504154;5473
@_l~@;509627;11808
@_l~u;521435;15612
@_mai;537047;6093
@_me;543140;18432
@_m_@;561572;8240
@_n@;569812;13744
@_n~@;583556;17408
@_n~_e;600964;18045
@_p@;619009;18680
@_ph@;637689;18456
@_phi;656145;19883
@_r;676028;8669
@_r@;684697;18272
@_ro;702969;8209
@_r_@;711178;6880
@_r_a;718058;4361
@_r_i;722419;5379
@_se;727798;22496
@_sh@;750294;19680
@_shi;769974;19068
@_t;789042;7472
@_th@;796514;16672
@_the;813186;19121
@_t_@;832307;10009
@_t~@;842316;20240
@_t~h@;862556;15456
@_t~hi;878012;21062
@_v@;899074;17672
@_vai;916746;5975
@_v_@;922721;8816
aa_~adi;931537;18568
an_gu;950105;23130
an_g_u;973235;12256
a_b;985491;11943
a_bh;997434;11977
a_bhe;1009411;20976
a_bhi;1030387;18124
a_bh_ai;1048511;6315
a_bh_i;1054826;9571
a_b_a;1064397;7180
a_c@;1071577;14080
a_ch;1085657;10811
a_chhi;1096468;22529
a_chi;1118997;9287
a_cho;1128284;8842
a_chu;1137126;18558
a_ch_u;1155684;9642
a_c_e;1165326;9177
a_c_u;1174503;6725
a_dh@;1181228;9140
a_dh_@;1190368;6940
a_dh_i;1197308;10310
a_di;1207618;7227
a_dj;1214845;9391
a_dj@;1224236;18800
a_djh_a;1243036;7521
a_dju;1250557;17628
a_dj_a;1268185;8497
a_d_a;1276682;5777
a_d~;1282459;13473
a_d~hi;1295932;21389
a_d~h_a;1317321;7889
a_d~_a;1325210;4577
a_g;1329787;6273
a_ge;1336060;17456
a_gh;1353516;10401
a_gh@;1363917;16352
a_gho;1380269;8011
a_ghu;1388280;21294
a_gh_a;1409574;5857
a_gi;1415431;8780
a_gna;1424211;16556
a_g_a;1440767;4695
a_hi;1445462;18670
a_h_a;1464132;4400
a_h_i;1468532;6863
a_k;1475395;8783
a_kh;1484178;9405
a_kh@;1493583;15120
a_khi;1508703;19944
a_kho;1528647;18838
a_kh_a;1547485;7680
a_kh_i;1555165;10836
a_kh_u;1566001;10294
a_kshi;1576295;26218
a_ku;1602513;15022
a_k_a;1617535;6045
a_l;1623580;10953
a_lai;1634533;5980
a_le;1640513;18640
a_li;1659153;16271
a_l_a;1675424;4606
a_l_i;1680030;8015
a_l~;1688045;11214
a_l~u;1699259;14176
a_l~_a;1713435;7680
a_m;1721115;12896
a_me;1734011;10165
a_mi;1744176;18887
a_m_a;1763063;5937
a_m_i;1769000;7108
a_n;1776108;11265
a_n@;1787373;13744
a_nai;1801117;5377
a_ne;1806494;5166
a_n_e;1811660;6044
a_n_i;1817704;9872
a_n_u;1827576;5335
a_n~;1832911;13088
a_n~@;1845999;17408
a_n~i_i;1863407;6392
a_n~_a;1869799;8353
a_p;1878152;11781
a_phi;1889933;18245
a_pho;1908178;21530
a_ph_a;1929708;8375
a_p_a;1938083;8064
a_r;1946147;9173
a_ri;1955320;17880
a_ro;1973200;6173
a_r_a;1979373;5297
a_r_i;1984670;5028
a_s;1989698;9558
a_she;1999256;31344
a_sh_a;2030600;8010
