@;0;3832
@_b@;3832;17528
@_be;21360;19607
@_bh@;40967;18640
@_bh_@;59607;10240
@_bh_i;69847;12230
@_c;82077;13422
@_c@;95499;17024
@_ce;112523;9551
@_chu;122074;19896
@_d;141970;10844
@_d@;152814;16656
@_dhe;169470;20761
@_dh_@;190231;10721
@_dj@;200952;16736
@_dje;217688;20816
@_djh@;238504;18800
@_d~e;257304;19248
@_d~_e;276552;6961
@_gh@;283513;16352
@_ghu;299865;22124
@_gh_@;321989;8896
@_g_a;330885;9337
@_h;340222;3914
@_h@;344136;16416
@_h_a;360552;6849
@_k@;367401;17784
@_kh@;385185;15120
@_khe;400305;19392
@_khi;419697;21425
@_khu;441122;20685
@_kh_a;461807;8989
@_kshi;470796;28021
@_k_e;498817;9344
@_l;508161;13440
@_l@;521601;18048
@_l~;539649;5473
@_l~@;545122;11808
@_l~u;556930;15612
@_mai;572542;6093
@_me;578635;18432
@_m_@;597067;8240
@_n;605307;14211
@_n@;619518;13744
@_ni;633262;15732
@_n_a;648994;11493
@_n~@;660487;17408
@_n~_e;677895;18045
@_p@;695940;18680
@_ph@;714620;18456
@_phi;733076;19883
@_r;752959;14272
@_r@;767231;18272
@_ri;785503;7530
@_ro;793033;8209
@_r_@;801242;6880
@_r_a;808122;4361
@_r_i;812483;5379
@_se;817862;22496
@_sh@;840358;19680
@_shi;860038;19068
@_si;879106;18612
@_t;897718;14777
@_th@;912495;16672
@_the;929167;19121
@_t_@;948288;10009
@_t~@;958297;20240
@_t~h;978537;21761
@_t~h@;1000298;15456
@_t~hi;1015754;21062
@_v@;1036816;17672
@_vai;1054488;5975
@_v_@;1060463;8816
aa_~adi;1069279;18568
an_gu;1087847;23130
an_g_u;1110977;12256
a_b;1123233;11943
a_bh;1135176;11977
a_bhe;1147153;20976
a_bhi;1168129;18124
a_bh_ai;1186253;6315
a_bh_i;1192568;9571
a_b_a;1202139;7180
a_c@;1209319;14080
a_ch;1223399;10811
a_chhi;1234210;22529
a_chi;1256739;9287
a_cho;1266026;8842
a_chu;1274868;18558
a_ch_u;1293426;9642
a_c_e;1303068;9177
a_c_u;1312245;6725
a_dh@;1318970;9140
a_dh_@;1328110;6940
a_dh_i;1335050;10310
a_di;1345360;7227
a_dj;1352587;9391
a_dj@;1361978;18800
a_djh_a;1380778;7521
a_dju;1388299;17628
a_dj_a;1405927;8497
a_d_a;1414424;5777
a_d~;1420201;13473
a_d~hi;1433674;21389
a_d~h_a;1455063;7889
a_d~_a;1462952;4577
a_g;1467529;6273
a_ge;1473802;17456
a_gh;1491258;10401
a_gh@;1501659;16352
a_gho;1518011;8011
a_ghu;1526022;21294
a_gh_a;1547316;5857
a_gi;1553173;8780
a_gna;1561953;16556
a_g_a;1578509;4695
a_hi;1583204;18670
a_h_a;1601874;4400
a_h_i;1606274;6863
a_k;1613137;8783
a_kh;1621920;9405
a_kh@;1631325;15120
a_khi;1646445;19944
a_kho;1666389;18838
a_kh_a;1685227;7680
a_kh_i;1692907;10836
a_kh_u;1703743;10294
a_kshi;1714037;26218
a_ku;1740255;15022
a_k_a;1755277;6045
a_l;1761322;13852
a_l@;1775174;13943
a_lai;1789117;5980
a_le;1795097;18640
a_li;1813737;16271
a_l_a;1830008;4606
a_l_i;1834614;8015
a_l_p_e;1842629;11297
a_l~;1853926;11214
a_l~u;1865140;14176
a_l~_a;1879316;7680
a_m;1886996;12896
a_me;1899892;10165
a_mi;1910057;18887
a_m_a;1928944;5937
a_m_i;1934881;5809
a_n;1940690;11265
a_n@;1951955;13744
a_nai;1965699;5377
a_ne;1971076;5166
a_n_e;1976242;6044
a_n_i;1982286;9872
a_n_u;1992158;5335
a_n~;1997493;11904
a_n~@;2009397;17408
a_n~i_i;2026805;6392
a_n~_a;2033197;8353
a_p;2041550;11781
a_phi;2053331;18245
