@;0;3832
@_b@;3832;17528
@_be;21360;19607
@_bh@;40967;18640
@_bh_@;59607;10240
@_bh_i;69847;12230
@_c@;82077;17024
@_ce;99101;9551
@_chu;108652;19896
@_d;128548;4609
@_d@;133157;16656
@_dhe;149813;20761
@_dh_@;170574;10721
@_dj@;181295;16736
@_dje;198031;20816
@_djh@;218847;18800
@_d~e;237647;19248
@_d~_e;256895;6961
@_gh@;263856;16352
@_ghu;280208;22124
@_gh_@;302332;8896
@_g_a;311228;9337
@_h;320565;3914
@_h@;324479;16416
@_kh@;340895;15120
@_khe;356015;19392
@_khi;375407;21425
@_khu;396832;20685
@_kshi;417517;28021
@_k_e;445538;9344
@_l@;454882;18048
@_l~;472930;5473
@_l~@;478403;11808
@_l~u;490211;15612
@_mai;505823;6093
@_me;511916;18432
@_m_@;530348;8240
@_n@;538588;13744
@_n~@;552332;17408
@_n~_e;569740;18045
@_p@;587785;18680
@_ph@;606465;18456
@_phi;624921;19883
@_r@;644804;18272
@_ro;663076;8209
@_r_@;671285;6880
@_r_a;678165;4361
@_r_i;682526;5379
@_se;687905;22496
@_sh@;710401;19680
@_shi;730081;19068
@_th@;749149;16672
@_the;765821;19121
@_t_@;784942;10009
@_t~@;794951;20240
@_t~h@;815191;15456
@_t~hi;830647;21062
@_v@;851709;17672
@_vai;869381;5975
@_v_@;875356;8816
aa_~adi;884172;18568
an_gu;902740;23130
an_g_u;925870;12256
a_b;938126;11943
a_bh;950069;11977
a_bhe;962046;20976
a_bhi;983022;18124
a_bh_ai;1001146;6315
a_bh_i;1007461;9571
a_b_a;1017032;7180
a_c@;1024212;14080
a_ch;1038292;10811
a_chhi;1049103;22529
a_cho;1071632;8842
a_chu;1080474;18558
a_ch_u;1099032;9642
a_c_e;1108674;9177
a_c_u;1117851;6725
a_dh@;1124576;9140
a_dh_@;1133716;6940
a_dh_i;1140656;10310
a_di;1150966;7227
a_dj;1158193;9391
a_djh_a;1167584;7521
a_dju;1175105;17628
a_dj_a;1192733;8497
a_d_a;1201230;5777
a_d~;1207007;13473
a_d~hi;1220480;21389
a_d~h_a;1241869;7889
a_d~_a;1249758;4577
a_g;1254335;6273
a_ge;1260608;17456
a_gh;1278064;10401
a_gho;1288465;8011
a_ghu;1296476;21294
a_gh_a;1317770;5857
a_gna;1323627;16556
a_g_a;1340183;4695
a_hi;1344878;18670
a_h_a;1363548;4400
a_h_i;1367948;6863
a_k;1374811;8783
a_kh;1383594;9405
a_khi;1392999;19944
a_kho;1412943;18838
a_kh_a;1431781;7680
a_kh_i;1439461;10836
a_kh_u;1450297;10294
a_kshi;1460591;26218
a_ku;1486809;15022
a_k_a;1501831;6045
a_l;1507876;10953
a_lai;1518829;5980
a_le;1524809;18640
a_li;1543449;16271
a_l_a;1559720;4606
a_l_i;1564326;8015
a_l~;1572341;11214
a_l~u;1583555;14176
a_l~_a;1597731;7680
a_m;1605411;12896
a_me;1618307;10165
a_mi;1628472;18887
a_m_a;1647359;5937
a_m_i;1653296;7108
a_n;1660404;11265
a_nai;1671669;5377
a_n_e;1677046;6044
a_n_i;1683090;9872
a_n_u;1692962;5335
a_n~;1698297;13088
a_n~i_i;1711385;6392
a_n~_a;1717777;8353
a_p;1726130;11781
a_phi;1737911;18245
a_pho;1756156;21530
a_ph_a;1777686;8375
a_p_a;1786061;8064
a_r;1794125;9173
a_ri;1803298;17880
a_ro;1821178;6173
a_r_a;1827351;5297
a_r_i;1832648;5028
a_s;1837676;9558
a_she;1847234;31344
a_sh_a;1878578;8010
a_s_@;1886588;9886
a_s_a;1896474;7622
a_s_i;1904096;11676
a_t;1915772;3657
a_thi;1919429;10723
a_ti;1930152;16493
a_t_a;1946645;8285
a_t_i;1954930;6618
a_t~;1961548;9729
a_t~h;1971277;11225
a_t~hi;1982502;19873
